Name,RA,Dec,V-Mag,Spectrum
Aludra,7.401584,-29.303104,2.45,B5Ia
66    Aur,7.402352,40.672389,5.23,K0III
HIP 35920,7.404787,-22.912758,6.2,B8/B9V
HIP 35933,7.40768,15.517195,6.47,B2Ve
59    Gem,7.409292,27.637857,5.77,F0:III:
HIP 35946,7.410311,-71.470657,6.49,A3V
HIP 35951,7.411163,-16.201473,5.18,B2Vne
HIP 35957,7.412182,-31.808905,5.35,K1III
HIP 35960,7.413155,-37.291193,6.14,A8V
HIP 35975,7.414134,-19.012279,6.24,A2Ib/II
HIP 35984,7.415857,51.887258,5.8,K5III
1    CMi,7.416161,11.669524,5.37,A5IV
HIP 35998,7.418977,-13.751978,5.79,F3V
HIP 36017,7.422215,-21.982591,6.04,A6II
HIP 36019,7.422769,81.257456,6.3,A0III
HIP 36024,7.423686,-25.217767,5.79,B5III
Eps Men,7.42727,-79.094188,5.54,K2/K3III
2Eps CMi,7.427471,9.276097,4.99,G8III
HIP 36045,7.428606,-31.73872,6.32,B2/B3III
60Iot Gem,7.428779,27.79808,3.78,G9III+...
HIP 36055,7.430889,-5.774961,5.98,CIb...
HIP 36114,7.439403,-51.018481,5.09,K0III
HIP 36123,7.441052,10.608067,6.38,A2IV
HIP 36141,7.444782,11.008833,6.39,B7II-III
HIP 36143,7.44513,-34.140692,5.9,B4V
21    Lyn,7.445237,49.211527,4.61,A1V
61    Gem,7.448981,20.257557,5.94,F2Vn
HIP 36168,7.449856,-23.086023,5.65,B1II
HIP 36186,7.452219,-17.864861,5.6,F2V
Gomeisa,7.452512,8.289315,2.89,B8Vvar
HIP 36211,7.457178,66.331571,6.47,B9III
HIP 36236,7.461927,-22.859199,5.98,B5III
63    Gem,7.462324,21.445247,5.2,F5IV-V...
HIP 36251,7.46435,-11.556867,5.79,B8Vv comp VB
HIP 36258,7.466434,-29.155896,5.55,B9Vsp...
HIP 36264,7.467202,-26.838974,6.26,K4III
5Eta CMi,7.467243,6.941968,5.22,F0III
4Gam CMi,7.469387,8.92553,4.33,K3III SB
HIP 36325,7.47775,27.552938,6.36,K2III
HIP 36340,7.479793,15.109822,6.23,B9IV
HIP 36345,7.480876,-31.848401,5.95,B3V+...
HIP 36346,7.480946,-64.509804,6.38,K5III
HIP 36348,7.480968,48.18393,5.7,B9MNp...
HIP 36351,7.481288,46.314618,6.42,K0
HIP 36362,7.484699,-31.456216,5.78,B2IV
HIP 36363,7.484916,-38.812065,5.41,B3V
62Rho Gem,7.485195,31.78455,4.16,F0V...
Sig Pup,7.487179,-43.301432,3.25,K5III SB
HIP 36388,7.488519,-1.905329,5.6,K5III
64    Gem,7.489012,28.118275,5.07,A4V
HIP 36395,7.489407,-14.998657,6.05,F5V
HIP 36396,7.489474,-10.326664,5.75,K5III
HIP 36399,7.490455,-7.551168,5.86,F8V
6    CMi,7.496606,12.006564,4.55,K2III
65    Gem,7.49688,27.916146,5.01,K2III
HIP 36431,7.497615,-23.024287,4.85,A6Ib/II
22    Lyn,7.498867,49.672463,5.35,F6V
HIP 36444,7.499925,-52.651157,5.87,K0III
HIP 36496,7.508587,-54.399365,5.95,M1III
HIP 36514,7.511834,-30.962281,4.65,G2Ib...
HIP 36526,7.514204,-5.226494,6.24,K0
HIP 36528,7.514638,68.465621,5.63,K2III
HIP 36547,7.517911,82.411466,4.92,M4IIIa
HIP 36553,7.519107,11.202979,6.38,K0
HIP 36616,7.53011,17.086046,5.45,K2III
HIP 36640,7.534934,-8.881326,5.9,F5V
7Del1CMi,7.534986,1.914481,5.24,F0III
HIP 36657,7.53952,-35.961188,6.35,B8V
HIP 36721,7.552716,-24.710731,5.84,A3III
8Del2CMi,7.553241,3.290379,5.59,F2V
HIP 36728,7.553656,-40.058522,6.27,B8IV (p Si)
HIP 36732,7.555434,-19.412525,5.64,K0III
HIP 36736,7.556163,-14.338307,6.21,B2II
HIP 36740,7.556897,37.187897,6.4,K0
68    Gem,7.560134,15.826662,5.27,A1Vn
HIP 36773,7.563323,-14.523892,4.82,A4Ia
HIP 36778,7.564179,-36.338392,5.42,B2Vne
HIP 36779,7.564311,51.314147,6.44,K0
HIP 36795,7.567551,-22.296067,4.44,F6V
HIP 36796,7.568046,10.568076,6.28,A1V
HIP 36807,7.570231,-33.46343,6.11,A9IV
9Del3CMi,7.571081,3.371725,5.83,A0Vnn
HIP 36817,7.571839,-23.473661,5.06,F6V
HIP 36848,7.576333,-27.012275,5.78,K1III
Castor,7.576634,31.888276,1.58,A2Vm
HIP 36856,7.577662,-51.474517,6.29,A1III/IV
HIP 36896,7.585778,30.960924,5.34,K0III
HIP 36914,7.58935,-74.274957,6.33,B9
HIP 36917,7.589694,-28.369323,4.65,B8V
HIP 36942,7.594365,-52.533836,4.93,K3III
69Ups Gem,7.598708,26.895741,4.06,K5III
HIP 36965,7.598884,43.030959,6.37,F0
HIP 36977,7.600447,-55.887708,6.39,K1/K2IIICN.
HIP 36981,7.601082,-14.492771,5.66,B2/3V(n)
HIP 36986,7.602059,-22.160505,6.4,K1II
HIP 37000,7.604638,-8.311302,6.27,K2
HIP 37023,7.608789,46.180288,5.66,M0III
HIP 37031,7.609641,5.862171,5.89,G0V
HIP 37036,7.611398,-19.702338,5.69,B2II
HIP 37043,7.6122,-48.830167,5.69,B9V
HIP 37046,7.613067,55.75506,5.93,K2III
25    Mon,7.621303,-4.110979,5.14,F6III
HIP 37089,7.621369,-23.775399,6.34,F0Ib
HIP 37091,7.62161,40.025383,6.34,M1
HIP 37096,7.622809,-34.96853,4.53,B8IV/V
HIP 37128,7.629173,-38.010425,6.38,K4III
HIP 37140,7.631628,48.773842,5.93,A5m
HIP 37165,7.637325,24.360441,6.37,F0
HIP 37173,7.638346,-25.364804,4.69,B8IV
HIP 37174,7.638391,-48.601436,5.68,F4Iab
HIP 37202,7.642371,-38.781487,6.2,G8III
70    Gem,7.64246,35.04855,5.58,K0III
HIP 37223,7.645528,-36.49683,5.78,B3III
HIP 37229,7.647186,-26.803836,3.8,B5IV
HIP 37248,7.65009,-53.273357,6.06,B9IV-Vp...
Jishui,7.65276,34.584346,4.89,F3III
HIP 37269,7.653335,24.222528,6.18,A2V
Procyon,7.655033,5.224993,0.4,F5IV-V
HIP 37289,7.656721,-16.847292,6.4,K3III
HIP 37293,7.657495,-26.863102,6.5,B6V
HIP 37297,7.657595,-38.308021,4.84,B3V
74    Gem,7.657942,17.674519,5.04,M0III
HIP 37322,7.662171,-38.139287,5.73,B5V
HIP 37329,7.663299,-38.260652,5.76,B3III
HIP 37339,7.665025,32.009727,6.16,F6II
HIP 37345,7.666109,-37.579422,5.99,B4III
HIP 37364,7.670425,-19.660861,5.92,K0III
HIP 37369,7.67075,38.344539,5.77,M0III
HIP 37375,7.672504,-11.752552,6.43,K2
HIP 37379,7.673114,-15.26392,4.98,K3III
HIP 37391,7.675295,87.020091,5.05,M2III
HIP 37394,7.676534,-8.18543,6.01,A3IV
HIP 37404,7.679773,13.771251,6.23,K0
23    Lyn,7.680429,57.082865,6.09,K5III
HIP 37428,7.682922,23.018527,5.93,K5
HIP 37441,7.686782,48.131533,5.58,K0III
26Alp Mon,7.687454,-9.551131,3.94,K0III
HIP 37450,7.687727,-38.533532,5.41,B3V
HIP 37461,7.689368,-44.632168,6.41,B7IV/V
HIP 37465,7.689869,-22.336721,6.16,M0/M1III
HIP 37478,7.693099,3.624779,5.95,A0V
Zet Vol,7.697004,-72.606098,3.93,K0III
HIP 37508,7.697735,13.480453,5.79,M2III
HIP 37521,7.700894,14.208503,5.55,M3Sv
HIP 37530,7.702839,-58.630918,6.4,B2.5V
HIP 37580,7.7121,34.000218,6.05,F7V
HIP 37590,7.713376,-26.351326,5.64,K1III
HIP 37599,7.714818,-58.230058,6.2,K0III
HIP 37606,7.715865,-45.173118,5.04,G5IV
24    Lyn,7.716788,58.71036,4.93,A3IVn
HIP 37614,7.718172,0.189333,6.17,K0III
HIP 37623,7.719996,-36.050089,5.6,B5V
75Sig Gem,7.721867,28.88351,4.23,K1III SB
HIP 37634,7.722553,4.945762,6.5,K0
HIP 37636,7.722828,22.399472,6.25,K0III
1    Pup,7.725663,-28.410885,4.63,K5III
HIP 37664,7.728307,-40.933746,5.12,K1III
HIP 37666,7.728589,-38.201879,6.42,B8IV
3    Pup,7.73013,-28.954826,3.94,A2Iab
HIP 37701,7.734495,50.433794,5.31,A0IIIn
76    Gem,7.735254,25.784159,5.3,K5III
HIP 37705,7.735454,2.405422,6.46,F0III
HIP 37710,7.736027,-36.062505,5.8,F0IV
HIP 37720,7.736964,-69.821593,6.16,A0IV/V
HIP 37723,7.737238,12.860071,6.4,K0
77Kap Gem,7.740793,24.397993,3.57,G8III
HIP 37751,7.742825,-24.674079,5.62,B2II
HIP 37752,7.74283,-37.942917,5.89,B8V
HIP 37773,7.745519,-66.071933,6.37,G6/G8III
HIP 37819,7.754249,-37.968584,3.62,K4III
HIP 37823,7.755013,-43.752566,6.02,B6IV
Pollux,7.755277,28.026199,1.16,K0IIIvar
2    Pup,7.758092,-14.690537,6.06,A6/A7
HIP 37853,7.759736,-34.172363,5.36,G0V
HIP 37854,7.759866,-56.72257,6.1,F0II
4    Pup,7.765797,-14.563805,5.03,F2V
HIP 37901,7.767275,-6.772511,5.49,K5III
81    Gem,7.768736,18.510043,4.89,K5III
HIP 37915,7.769596,-37.93367,5.87,B5V
11    CMi,7.771167,10.768252,5.25,A1Vnn
49    Cam,7.774289,62.830522,6.5,F0p SrEu
HIP 37939,7.77595,-37.772569,6.31,K3III
HIP 37946,7.777577,37.517394,5.15,M3III
51    Cam,7.777793,65.455676,5.93,K2III:
HIP 37951,7.779087,-12.675313,6.39,B9III
HIP 37982,7.784934,-39.330996,6.33,Ap Si
HIP 37995,7.786821,-22.51951,5.9,B1/B2V
HIP 37996,7.787389,-36.0736,6.46,K1III
HIP 38010,7.790276,-38.511145,5.07,B2IV/V
80Pi  Gem,7.791757,33.415697,5.14,M0III
HIP 38020,7.792085,-46.60849,5.22,B1V
HIP 38031,7.794035,-15.990688,6.31,K3Iab/b
HIP 38037,7.795891,-16.014483,6.38,K5II/III
5    Pup,7.799089,-12.192705,5.48,F5+...
Omi Pup,7.801436,-25.937169,4.4,B1IV:nne
HIP 38074,7.802374,-40.652378,6.14,M2III
HIP 38087,7.805417,-56.471075,6.3,K0III+...
HIP 38089,7.805608,-47.077722,4.69,K0III
82    Gem,7.809344,23.14098,6.18,G2III+...
HIP 38146,7.817132,-24.912208,5.32,G2
HIP 38147,7.817177,13.371869,6.07,K0
HIP 38152,7.818533,-56.41036,5.57,G5II
HIP 38159,7.82024,-46.857717,5.82,B1.5IV
HIP 38160,7.820257,-60.283688,5.78,F1V
HIP 38164,7.820638,-46.373205,4.1,B0III
HIP 38167,7.820736,-35.243286,5.94,B9V
Azmidi,7.821571,-24.859786,3.34,G6Ia
HIP 38183,7.824525,-44.751157,6.32,K0III
HIP 38184,7.824669,-13.352948,6.23,B8/B9II
HIP 38196,7.825643,12.81425,6.42,K0
HIP 38200,7.826502,-33.28895,5.61,M0III
HIP 38206,7.827771,-14.085359,6.34,K5III
HIP 38209,7.82799,-19.505518,6.49,K2III
HIP 38210,7.828054,-66.195974,5.78,B9V
6    Pup,7.828111,-17.228408,5.17,K3III
HIP 38246,7.834908,-19.523548,6.11,K1III
HIP 38253,7.836271,-9.183441,5.6,K3III
HIP 38267,7.839957,-50.509468,5.89,K2III
HIP 38292,7.845142,-44.579945,6.45,G6III
HIP 38300,7.846499,3.277253,6.17,K1III
HIP 38303,7.847527,4.459514,6.49,G5
HIP 38306,7.848175,0.079556,6.38,K2III
HIP 38307,7.848677,-11.128602,6.16,K0
HIP 38316,7.850022,-24.528557,6.43,B9.5V
HIP 38319,7.850655,33.233653,6.06,A2m
HIP 38325,7.851591,54.12924,6.03,F6V
HIP 38349,7.854262,37.082085,6.49,K2
HIP 38355,7.85565,-43.095232,6.34,B2IV-V
HIP 38370,7.861211,-42.888202,6.05,B2IV
8    Pup,7.861358,-12.819405,6.37,F3IV
13Zet CMi,7.861663,1.766868,5.12,B8II
HIP 38375,7.861952,-21.173662,5.62,K0III
9    Pup,7.862862,-13.898029,5.16,G2V
HIP 38394,7.865771,19.325085,6.03,K1III:
HIP 38403,7.867743,45.932989,6.5,A3
HIP 38406,7.868664,3.277342,6.3,M5
HIP 38414,7.870288,-40.575786,3.71,G5III...
HIP 38423,7.871024,-34.705442,5.01,F3/F5V
10    Pup,7.871911,-14.846175,5.69,F2IV/V
HIP 38438,7.874929,-54.367165,5.7,B1.5IV
HIP 38449,7.876789,55.209443,6.36,A0Vn
HIP 38455,7.877402,-38.862812,4.49,B2V
HIP 38474,7.879961,-5.428257,5.76,F5IVs
HIP 38497,7.884308,-36.363769,5.44,K1IIICN...
HIP 38500,7.884344,-49.613044,4.63,B1.5Vp
HIP 38518,7.888378,-48.102934,4.22,B0.5Ib
83Phi Gem,7.891616,26.765783,4.97,A3V
HIP 38593,7.903058,-35.877287,5.48,B2V
25    Lyn,7.90813,47.385982,6.25,K2III:
HIP 38635,7.911088,-34.846713,6.14,K4III
26    Lyn,7.911864,47.564596,5.47,K4III
HIP 38656,7.91482,-57.302806,5.62,K3/K4III
HIP 38667,7.916786,-52.58333,6.36,B8III
HIP 38686,7.920514,-30.917643,6.45,K4III
HIP 38712,7.925398,8.86284,5.86,F2IV
85    Gem,7.927749,19.88397,5.38,A0Vs
HIP 38723,7.92801,35.412684,6.23,A3p
HIP 38732,7.929608,-43.845054,6.02,B6V
HIP 38783,7.938514,-60.526436,5.74,K4II
HIP 38792,7.939645,-30.28457,6.28,M5/M6III
HIP 38794,7.939974,4.485567,6.16,G8III
Chi Car,7.946313,-52.98236,3.46,B3IVp
11    Pup,7.94765,-22.880119,4.2,F7/F8II
HIP 38846,7.94939,-43.500411,5.36,B2.5V
HIP 38845,7.949396,-42.406475,6.09,K3III
1    Cnc,7.949848,15.790281,5.8,K3III
HIP 38863,7.953544,-63.296835,6.14,B8V
HIP 38868,7.954411,8.64122,6.03,K0III
HIP 38870,7.954526,1.127029,6.35,F6V
HIP 38872,7.955118,-44.109859,5.08,B2.5IV
HIP 38879,7.955575,-47.890705,6.21,B5V
HIP 38901,7.961141,-30.33457,4.76,A7III
HIP 38908,7.962946,-60.303072,5.59,G2V...
HIP 38917,7.964368,-45.577669,5.14,K2III
HIP 38925,7.965223,-40.784352,6.46,K0III
HIP 38945,7.968304,7.21353,6.42,A0V
HIP 38957,7.970678,-49.244912,4.47,B1Vp + B2
HIP 38959,7.971265,43.977374,6.36,K0
14    CMi,7.972404,2.224767,5.3,K0III
HIP 38963,7.972624,-51.448472,6.44,A8/A9IV
HIP 38975,7.975409,16.51868,6.05,K0
HIP 38994,7.98071,-60.824462,5.77,B2IVnpe
HIP 39014,7.983835,-45.215844,5.98,B4V
12    Pup,7.984921,-23.310396,5.09,G8II
HIP 39035,7.986752,-49.976851,6.35,B2IV-V
HIP 39038,7.9871,-49.973772,6.37,B2IV-V
HIP 39041,7.987715,-73.244171,6.33,A3III
HIP 39061,7.991217,-39.296944,5.22,F3V
HIP 39067,7.993071,13.242166,6.05,K2
HIP 39070,7.993762,-60.587061,5.19,M0II
HIP 39073,7.994469,-60.207351,6.3,B8III
27    Mon,7.995598,-3.679583,4.93,K2III
HIP 39094,7.997605,36.082075,6.5,K5
HIP 39095,7.997792,-18.399228,4.61,A1V
HIP 39117,8.003264,73.917919,5.37,K3III
HIP 39122,8.004083,-48.981509,6.01,A2V
HIP 39138,8.005547,-63.567456,4.81,B3V
HIP 39153,8.008045,-48.871768,6.13,A0p
HIP 39172,8.01226,-2.881917,6.41,B2.5Ve
3    Cnc,8.013141,17.308703,5.6,K3III
HIP 39180,8.013362,19.816216,6.3,K1III
HIP 39184,8.013875,-54.151275,5.87,B5Vn
2Ome1Cnc,8.01552,25.392836,5.87,G8III:
HIP 39194,8.016884,23.583093,6.34,K1III-IV
HIP 39198,8.017612,-6.419195,6.45,G5
28    Mon,8.020371,-1.392608,4.69,K4III
HIP 39213,8.020525,4.879824,5.65,A1V
HIP 39221,8.022434,59.047398,5.78,F2:V:
HIP 39225,8.023068,-54.51553,6.12,B2IV-V
5    Cnc,8.02508,16.455309,5.99,B9.5Vn
HIP 39238,8.025438,-55.454655,6.28,B4V
HIP 39251,8.027091,-37.28372,5.9,A3IV
53    Cam,8.028465,60.324353,6.02,A2p...
4Ome2Cnc,8.028822,25.089465,6.32,A1V
HIP 39271,8.030758,8.913991,6.22,G0IV
HIP 39279,8.031996,35.413069,6.34,K0
HIP 39299,8.035037,-37.050043,6.31,M3III
HIP 39311,8.03776,2.334571,4.39,K2III
HIP 39326,8.040547,-6.337135,6.34,G0III
HIP 39340,8.041893,63.090306,6.09,G1III
HIP 39348,8.043278,57.273627,6.48,F8V
HIP 39360,8.045774,-41.309828,5.52,Ap Si
HIP 39380,8.051156,-32.463548,5.83,K2/K3III
HIP 39420,8.058225,-42.948327,6.28,G8II
Chi Gem,8.058634,27.794332,4.94,K2III
Naos,8.059737,-40.003148,2.21,O5IAf
HIP 39487,8.071164,-32.674829,5.25,M2II
HIP 39514,8.075733,-25.699737,6.35,K5/M0III
14    Pup,8.078172,-19.728148,6.12,B3III
HIP 39527,8.078445,-50.590396,5.96,G5II
HIP 39530,8.078593,-62.836347,6.25,B2.5Vn
HIP 39535,8.079251,18.84202,6.21,B9V
HIP 39538,8.079768,79.479612,5.39,A0p...
HIP 39566,8.084363,-53.107921,5.52,K3/K4III
8    Cnc,8.08458,13.118215,5.14,A1V
HIP 39584,8.088974,-46.978411,6.18,B3Vnp
HIP 39607,8.093627,27.529736,6.21,A0V
HIP 39617,8.095801,-33.569435,6.15,G1Ib
HIP 39625,8.09712,-0.57332,6.4,K0
9Mu 1Cnc,8.10511,22.63549,5.96,M3III
HIP 39675,8.107615,-9.244457,6.25,B9V
HIP 39690,8.111206,-45.266015,5.04,K3III
HIP 39691,8.111558,-48.497389,6.34,B3III
28    Lyn,8.119429,43.260365,6.35,A1V
HIP 39730,8.121113,-17.368744,6.5,K1III
HIP 39734,8.121678,-20.554342,5.33,A3Ib/II
Tureis,8.125737,-24.304324,2.83,F2mF5IIp
10Mu 2Cnc,8.129404,21.581816,5.3,G2IV
Eps Vol,8.132173,-68.617062,4.35,B6IV
HIP 39843,8.140179,-63.800821,6.32,B6V
27    Lyn,8.140963,51.50667,4.78,A2V
29Zet Mon,8.143236,-2.983786,4.36,G2Ib
HIP 39866,8.14379,-37.681221,6.36,B3V
12    Cnc,8.145124,13.640917,6.25,F3V
HIP 39876,8.145439,-20.363173,6.37,A3III
HIP 39898,8.149124,-11.33965,6.31,A0Vn
HIP 39903,8.150213,-61.302429,4.74,F5V
16    Pup,8.150455,-19.245014,4.4,B5V
HIP 39919,8.152641,-48.684413,5.66,B8Ib/II
HIP 39920,8.15283,-35.455015,6.21,G8III
HIP 39938,8.156404,42.430609,6.26,K3III:
HIP 39943,8.157926,-16.248922,5.66,B4V
Gam2Vel,8.158876,-47.336588,1.75,WC8 + O9I
HIP 39957,8.159342,-56.085384,5.66,A3m...
HIP 39958,8.159773,29.093076,6.47,G0II
HIP 39961,8.159977,-44.122773,5.2,B2IV-V
HIP 39970,8.161988,-47.937193,5.23,B1IVe
HIP 39974,8.163249,-42.640803,6.27,B+...
HIP 39995,8.167719,58.248242,5.91,K4III:
HIP 40007,8.170308,25.844481,6.44,K0
HIP 40016,8.17238,-49.237347,6.46,B3IV
14Psi Cnc,8.174218,25.507334,5.73,G8IV
18    Pup,8.177731,-13.799207,5.53,F7V
HIP 40058,8.183024,14.629474,6.22,A1V
HIP 40063,8.183801,-37.292372,6.42,B0III
HIP 40077,8.186332,-48.461994,5.83,B3V
19    Pup,8.187863,-12.926999,4.72,K0III
HIP 40085,8.187944,9.82123,6.08,B6III
HIP 40086,8.18835,54.540238,6.48,G5
HIP 40091,8.189304,-39.618545,4.44,K4III
HIP 40096,8.190526,-42.987278,4.73,A7Ib
HIP 40107,8.192501,-7.772539,5.36,G8III
HIP 40155,8.199991,-46.644351,5.77,F7p
HIP 40160,8.201683,-43.40044,6.48,K3III:
Tegmine,8.203535,17.647771,4.67,G0V
HIP 40183,8.208554,-46.264285,6.0,B5V
HIP 40215,8.213552,68.474072,5.34,G8II
HIP 40220,8.214321,-37.92447,6.4,A3V
HIP 40231,8.216592,16.51432,6.03,G8III
15    Cnc,8.21913,29.656536,5.62,B9p SiCr
20    Pup,8.222213,-15.788221,4.99,G5Ib/II
HIP 40263,8.222715,-1.165885,6.48,K0
HIP 40274,8.224866,-35.899518,4.78,B2ne
HIP 40282,8.226178,-50.196072,5.52,M1III
HIP 40285,8.22671,-46.991628,5.14,B2.5IV
HIP 40291,8.228075,-33.569528,6.38,K2III
HIP 40299,8.229348,-46.578684,6.49,B3V
HIP 40305,8.230607,56.452246,5.88,G9III
HIP 40321,8.232865,-36.322281,5.09,B2V:
HIP 40324,8.232972,-36.340777,6.11,B2IV/V
HIP 40326,8.234143,-40.34789,4.42,K1II/III
HIP 40341,8.236399,-32.140711,6.07,B2V
HIP 40342,8.236428,17.675955,6.47,A0Vne...
HIP 40344,8.237017,-35.490019,5.77,K1III
HIP 40354,8.239165,13.048296,6.39,G8III
HIP 40357,8.239965,-45.834522,5.86,B2IV-V
HIP 40397,8.247567,-46.485892,6.45,B3Vnne
HIP 40429,8.254427,-62.915643,5.16,A+...
HIP 40433,8.256461,-50.449222,6.44,K3/K4III
HIP 40474,8.264031,60.380602,6.43,A7Vm
HIP 40476,8.264596,-30.925944,6.22,G6:III+...
HIP 40485,8.26634,-35.903191,6.15,K2III
Tarf,8.275256,9.185545,3.53,K4III
HIP 40559,8.281654,84.057642,6.45,A3IV
21    Pup,8.289759,-16.285111,6.32,A1V
HIP 40617,8.292125,8.86631,6.28,G8III
HIP 40639,8.296153,-36.067591,6.42,M0III + A3/5
29    Lyn,8.297338,59.571133,5.63,A7IV
HIP 40655,8.298823,-59.166825,6.47,F5V
HIP 40656,8.299522,-30.003697,6.43,K0III
HIP 40675,8.304006,15.67792,6.42,K0
HIP 40677,8.304388,54.143696,6.26,K5
HIP 40678,8.304832,-35.451703,5.59,K2III
HIP 40680,8.305219,-65.613192,5.06,K1III
HIP 40693,8.306651,-12.632173,5.95,K0V
Alp Cha,8.308703,-76.919722,4.05,F5III
HIP 40706,8.309258,-36.659288,4.44,A4m...
HIP 40749,8.318219,-48.197853,6.45,B3V
HIP 40766,8.320856,-10.165754,6.31,F3IIIp
HIP 40772,8.321437,62.507159,5.73,G8III
HIP 40787,8.324865,-34.590137,6.44,B8Ib/II
HIP 40793,8.32562,75.756907,5.55,G8III
Kap1Vol,8.330274,-71.514906,5.33,B9III/IV
HIP 40818,8.330518,3.948032,6.04,G8III
Kap2Vol,8.333486,-71.505377,5.63,A0p
18Chi Cnc,8.334406,27.217707,5.13,F6V
HIP 40858,8.336944,-0.909314,6.18,F9V
HIP 40859,8.338061,-5.32993,6.12,K2III
HIP 40866,8.339158,20.747721,5.8,K1III
30    Lyn,8.340564,57.743278,5.89,F4V
HIP 40876,8.34093,-22.92468,6.12,G8/K0III
HIP 40878,8.341423,53.574092,6.5,F0IV
Piautos,8.34226,24.022314,5.92,B9.5V
The Cha,8.344115,-77.484477,4.34,K0III-IV
HIP 40889,8.344533,72.407232,6.0,M0III
HIP 40926,8.352123,-64.106002,6.11,G6/G8III
HIP 40932,8.353361,-57.97322,5.96,B1.5III
HIP 40943,8.355846,-36.484177,5.18,B2IV-V+...
HIP 40944,8.355895,-20.079058,5.58,A3V
HIP 40945,8.356397,-33.054366,4.83,K2/K3III
HIP 40947,8.356718,-39.620714,6.15,A4V
HIP 40990,8.365169,-17.586334,5.71,K0III
Eta Vol,8.367918,-73.399985,5.28,A0/A1IV/V
HIP 41011,8.369314,74.820364,6.4,K0III...
HIP 41036,8.375046,-6.179158,6.14,A8IV
Avior,8.375236,-59.509483,1.86,K3III+B2V
HIP 41039,8.375471,-48.490381,4.79,B1V
HIP 41060,8.378907,60.631236,6.42,K0III
22    Pup,8.37968,-13.054793,6.13,K0III
HIP 41074,8.380538,-26.34822,5.88,F2Iab
Alsciaukat,8.380588,43.188131,4.25,K5III
HIP 41080,8.381693,-7.54312,5.92,M1III
HIP 41081,8.381991,-52.12373,5.89,A0V
HIP 41107,8.388037,-38.286079,6.28,M2III
20    Cnc,8.3894,18.3322,5.94,A9V
HIP 41152,8.396809,53.219712,5.52,A3V
21    Cnc,8.39867,10.632063,6.11,M2III
HIP 41191,8.405637,-80.914202,5.67,G8III
HIP 41208,8.409193,82.430759,6.28,A2Vn
1    Hya,8.409726,-3.75124,5.61,F3V
HIP 41214,8.410121,-4.717,6.03,F2V
HIP 41224,8.411881,42.005242,6.02,K5III
HIP 41242,8.415328,-23.153745,5.67,A1III/IV
HIP 41250,8.415891,-42.769834,5.97,B3V
HIP 41260,8.417706,-24.046212,5.32,K4/K5III
HIP 41262,8.418024,35.011409,6.08,K0
HIP 41282,8.421945,-21.045956,6.01,F2/F3V
HIP 41296,8.42537,-51.727415,5.18,B2V
HIP 41299,8.426538,2.102209,5.74,K5III
HIP 41306,8.427601,-17.439405,6.44,K1III
HIP 41307,8.427676,-3.906424,3.91,A0V
Bet Vol,8.428951,-66.13689,3.77,K2IIIvar
25    Cnc,8.430523,17.046267,6.11,F6V
HIP 41321,8.431002,-64.600618,5.95,G8/K0III
HIP 41323,8.431087,-42.153072,5.45,B3V
HIP 41325,8.43188,7.564506,5.13,G8II
HIP 41328,8.432108,-14.929661,5.96,A3m...
HIP 41361,8.438259,-39.058956,6.07,B9IV/V
HIP 41373,8.440339,-52.8075,6.05,A0V
2    Hya,8.440891,-3.987479,5.6,A5III-IV
22Phi1Cnc,8.44103,27.893583,5.58,K5III
HIP 41395,8.444987,-12.534602,5.52,K1/K2III
27    Cnc,8.445539,12.654612,5.56,M3III
23Phi2Cnc,8.446408,26.935489,6.3,A3V+...
HIP 41426,8.449383,-52.70495,6.49,F5V...
HIP 41449,8.454561,-31.672734,6.33,G8III
HIP 41451,8.45466,-70.093482,5.51,A0V
HIP 41483,8.46017,-53.08848,5.08,A9/F0III/IV
HIP 41484,8.460219,45.652987,6.32,G5V
HIP 41515,8.466506,-35.113761,5.75,B2V
HIP 41547,8.472163,-8.81628,6.43,K0
HIP 41564,8.474765,-2.517126,6.42,A5m
HIP 41572,8.476678,-23.070981,6.5,A1/A2V
28    Cnc,8.476884,24.144934,6.05,F0Vn
29    Cnc,8.477039,14.210822,5.94,A5V
HIP 41597,8.480834,-9.748582,6.01,F2III
HIP 41616,8.484654,-47.928923,5.33,B2IV
HIP 41621,8.485436,-44.160413,5.82,B2V
HIP 41639,8.490968,-44.724812,5.03,B+...
HIP 41644,8.491613,-54.211761,6.44,Ap Si
HIP 41653,8.493442,-55.190936,6.36,G0V
HIP 41674,8.496011,-46.331693,5.98,B7IV
HIP 41676,8.496182,67.297441,5.89,G8III
Muscida,8.504431,60.718169,3.35,G4II-III
HIP 41723,8.507948,-32.159285,5.61,K3III
HIP 41737,8.510898,-44.73732,6.3,B4V
HIP 41781,8.51962,-47.86662,6.39,B2.5V
HIP 41798,8.522213,37.264942,6.18,A0V
HIP 41806,8.523527,-39.06411,6.31,B5V
HIP 41813,8.524883,-54.39401,6.34,K3III
30Ups1Cnc,8.525145,24.081105,5.71,F0IIIn
HIP 41817,8.525257,-19.577462,5.42,B9.5IV/V
31The Cnc,8.526592,18.09442,5.33,K5III
HIP 41833,8.528138,18.987732,6.5,K0
HIP 41861,8.534712,-53.21192,5.68,G8III+...
HIP 41893,8.5426,-15.030143,6.38,A7IV/V
HIP 41894,8.542623,53.114848,6.23,K0IV
34    Cnc,8.544409,10.066008,6.48,A1V
